Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
IL1RL2|8808,32.4051499,-1.596017344,0.229142551,-6.965172281,3.28E-12,2.04E-11
IL18R1|8809,107.4096298,-1.707283031,0.151833829,-11.24441793,2.47E-29,1.28E-27
GALR2|8811,3.686742252,0.696200637,0.190879277,3.647334833,0.000264975,0.000588304
CCNK|8812,1963.604539,0.102455605,0.043221741,2.370464562,0.017765747,0.029560484
DPM1|8813,1117.688899,-0.034860229,0.042028537,-0.829441877,0.406854413,0.496274075
CDKL1|8814,67.14625608,-1.25532926,0.14336713,-8.756046512,2.02E-18,2.73E-17
BANF1|8815,6351.763812,0.176295875,0.079502184,2.217497253,0.026589131,0.042842763
DCAF5|8816,3421.181759,-0.073842579,0.046652559,-1.582819479,0.113462616,0.160507493
FGF18|8817,24.91361927,-0.375004496,0.178098722,-2.105599032,0.035239197,0.05544071
DPM2|8818,2742.818873,0.577594245,0.091166386,6.335605363,2.36E-10,1.17E-09
SAP30|8819,455.5275181,0.34573363,0.063954893,5.405898034,6.45E-08,2.38E-07
HESX1|8820,31.21865171,0.366520146,0.121067398,3.027405837,0.002466625,0.004728661
INPP4B|8821,592.2429697,0.3987429,0.16214114,2.459233363,0.013923408,0.02357606
FGF17|8822,25.43039035,1.387434223,0.229339317,6.049700688,1.45E-09,6.53E-09
CES2|8824,2886.071156,-0.23803534,0.053561176,-4.444176851,8.82E-06,2.44E-05
LIN7A|8825,76.28878732,0.940266239,0.208515567,4.50933353,6.50E-06,1.84E-05
IQGAP1|8826,8642.450207,-0.616247729,0.07329672,-8.407575845,4.19E-17,4.79E-16
NRP2|8828,1030.09005,-1.216748357,0.146527254,-8.303904708,1.01E-16,1.10E-15
NRP1|8829,4628.278295,0.229055068,0.138056166,1.659144065,0.097086766,0.139386832
SYNGAP1|8831,549.2134443,-0.394967259,0.084700549,-4.663101543,3.11E-06,9.18E-06
CD84|8832,90.81027591,-1.226646546,0.197455701,-6.212261987,5.22E-10,2.49E-09
GMPS|8833,1893.565131,0.113508098,0.062779597,1.808041205,0.070600088,0.104471346
TMEM11|8834,1796.18785,0.341130962,0.065278213,5.225801182,1.73E-07,6.01E-07
SOCS2|8835,5212.438465,0.139174736,0.105957733,1.313492961,0.189016891,0.253375127
GGH|8836,215.6179821,-0.237049774,0.118600141,-1.998730959,0.045637471,0.070276632
CFLAR|8837,1545.704237,-0.165955002,0.068726512,-2.414715901,0.015747487,0.026408764
WISP3|8838,8.051225648,-1.894215347,0.252059532,-7.514952238,5.69E-14,4.36E-13
WISP2|8839,299.8044387,-1.645718207,0.278485451,-5.909530278,3.43E-09,1.48E-08
WISP1|8840,81.79983383,-0.824877965,0.157667515,-5.231755982,1.68E-07,5.84E-07
HDAC3|8841,2576.1783,0.209485191,0.041966474,4.991727229,5.98E-07,1.94E-06
PROM1|8842,330.1112228,-1.487213741,0.273147853,-5.444720603,5.19E-08,1.93E-07
GPR109B|8843,62.22504336,-2.15010765,0.217951149,-9.865089783,5.90E-23,1.43E-21
KSR1|8844,436.1351203,-1.186093314,0.125825064,-9.426526606,4.24E-21,8.13E-20
ALKBH1|8846,552.5641379,-0.116987926,0.040468254,-2.890856774,0.003841932,0.007164103
TSC22D1|8848,25904.17993,-0.238212776,0.109601922,-2.173436113,0.029747509,0.047492188
KAT2B|8850,1765.160276,-0.340705819,0.085336413,-3.992502241,6.54E-05,0.000159113
CDK5R1|8851,196.6535438,1.135090871,0.120180058,9.444918636,3.56E-21,6.86E-20
AKAP4|8852,0.092630117,0.119407204,1.073797874,0.11120082,0.911457101,0.96146357
ASAP2|8853,1286.227593,-0.120977453,0.085187161,-1.420137151,0.155567756,0.213097166
ALDH1A2|8854,1022.259801,-1.762577592,0.168421656,-10.46526694,1.25E-25,4.14E-24
NR1I2|8856,5.440625091,-0.681842607,0.137104766,-4.973150294,6.59E-07,2.13E-06
FCGBP|8857,2299.788378,-1.912003279,0.248485147,-7.694638115,1.42E-14,1.17E-13
PROZ|8858,10.03788625,1.246286734,0.230831794,5.399112099,6.70E-08,2.47E-07
STK19|8859,943.6687598,0.388850119,0.070431683,5.520954538,3.37E-08,1.29E-07
LDB1|8861,2534.237327,-0.317336892,0.064734725,-4.902112325,9.48E-07,2.99E-06
APLN|8862,523.9401222,1.446278104,0.180160914,8.027701877,9.93E-16,9.55E-15
PER3|8863,1892.893549,-0.684662411,0.114994021,-5.953895704,2.62E-09,1.14E-08
PER2|8864,1648.185689,-0.780761113,0.106916438,-7.30253577,2.82E-13,2.00E-12
SYNJ1|8867,463.7058957,-0.282145578,0.07675755,-3.675802272,0.000237103,0.000530254
ST3GAL5|8869,417.8754808,-0.858899015,0.133525953,-6.432450012,1.26E-10,6.45E-10
IER3|8870,1702.966659,-1.633602675,0.183381228,-8.908232848,5.19E-19,7.58E-18
SYNJ2|8871,1777.54352,0.259446872,0.112936157,2.297287954,0.021602349,0.035366788
CDC123|8872,1945.84073,0.09286588,0.042252277,2.197890528,0.027956908,0.044866549
ARHGEF7|8874,3600.320697,0.180544931,0.076125349,2.37167952,0.017707442,0.029468456
VNN2|8875,171.5670299,-0.120015095,0.228568759,-0.525072173,0.59953302,0.689562889
VNN1|8876,43.54894488,0.205802114,0.190456731,1.080571493,0.279887769,0.357660637
SPHK1|8877,210.7629772,0.580545958,0.144555225,4.016084204,5.92E-05,0.000144887
SQSTM1|8878,20345.74961,-0.247390061,0.05733755,-4.314625609,1.60E-05,4.26E-05
SGPL1|8879,5810.437098,0.171395066,0.061153067,2.80272233,0.005067328,0.009266388
FUBP1|8880,3051.10621,0.142412163,0.069283579,2.055496623,0.039831062,0.061995501
CDC16|8881,3079.343032,0.137113662,0.044592469,3.074816566,0.002106321,0.00407407
ZNF259|8882,1324.095144,-0.006416728,0.04829287,-0.132871135,0.894295295,0.949880881
NAE1|8883,1627.490519,0.031928429,0.051278521,0.622647234,0.533516364,0.625781702
SLC5A6|8884,1423.070406,0.36374434,0.06180946,5.884929967,3.98E-09,1.71E-08
DDX18|8886,2889.226352,-0.228560768,0.052824263,-4.326814171,1.51E-05,4.05E-05
TAX1BP1|8887,9197.580367,-0.064462417,0.053589632,-1.202889707,0.229019004,0.299925081
MCM3AP|8888,4828.871144,0.372608494,0.047897184,7.779340334,7.29E-15,6.26E-14
EIF2B4|8890,3299.042501,0.535379869,0.061481467,8.707987852,3.09E-18,4.07E-17
EIF2B3|8891,1226.223103,0.163332726,0.059206016,2.758718393,0.005802852,0.010500119
EIF2B2|8892,1205.037886,-0.088663649,0.044079941,-2.011428482,0.044280217,0.068300261
EIF2B5|8893,3569.0189,0.324476198,0.046169576,7.027922411,2.10E-12,1.33E-11
EIF2S2|8894,3730.366729,0.242356708,0.050060783,4.84124883,1.29E-06,4.00E-06
CPNE3|8895,8283.582827,0.133699375,0.079827682,1.67484977,0.093963711,0.135417074
BUD31|8896,3192.036593,0.323579888,0.088546055,3.654368186,0.000257816,0.000573252
MTMR3|8897,4325.00459,0.226623287,0.061889879,3.661718018,0.00025053,0.00055787
MTMR2|8898,2441.800765,-0.06727974,0.075680275,-0.888999674,0.374003255,0.461121421
PRPF4B|8899,3421.822313,-0.045381709,0.051562647,-0.880127619,0.378790179,0.466351028
CCNA1|8900,4.666266599,-0.543972989,0.216420051,-2.513505503,0.011953791,0.020484328
CPNE1|8904,4447.136009,0.095316254,0.076574832,1.244746511,0.213224944,0.281811679
AP1S2|8905,467.1923391,-0.758248104,0.096632965,-7.846681587,4.27E-15,3.78E-14
AP1G2|8906,3602.513298,0.639243555,0.087878315,7.274189941,3.49E-13,2.44E-12
AP1M1|8907,2046.452003,-0.048801641,0.046222861,-1.055790152,0.291064098,0.370162922
GYG2|8908,567.6810406,-0.004198185,0.088702699,-0.047328718,0.96225124,0.983988191
ENDOU|8909,9.642839588,-0.241584285,0.154154709,-1.567154749,0.117078525,0.165064691
SGCE|8910,609.9799822,-1.100832075,0.122214566,-9.00737211,2.11E-19,3.23E-18
CACNA1I|8911,9.624202695,0.698442192,0.231357373,3.01888884,0.002537036,0.00485796
CACNA1H|8912,4068.38902,-0.64313161,0.14460012,-4.447656133,8.68E-06,2.40E-05
CACNA1G|8913,292.6367779,0.223163913,0.214635325,1.039735251,0.298462918,0.378349261
TIMELESS|8914,1030.951544,0.43334068,0.072640987,5.965511988,2.44E-09,1.07E-08
BCL10|8915,858.1036728,-0.237625703,0.062653461,-3.792698763,0.000149019,0.000343134
HERC3|8916,3161.08002,0.120209065,0.118116107,1.0177195,0.308811278,0.389921322
HERC2|8924,3884.332136,-0.052112258,0.074444136,-0.700018309,0.48391587,0.575984342
HERC1|8925,3213.99,-0.278303115,0.074416447,-3.739806532,0.000184162,0.000418616
SNURF|8926,381.2943959,0.109566771,0.196115323,0.558685418,0.576376433,0.66730514
BSN|8927,114.7339371,0.002141894,0.133664823,0.016024368,0.987214952,0.992158341
FOXH1|8928,18.33137458,1.137133353,0.18674624,6.089190076,1.13E-09,5.17E-09
PHOX2B|8929,0.694058908,1.218784266,1.050285398,1.160431505,0.245873166,0.319253025
MBD4|8930,1374.78768,-0.046704417,0.044345854,-1.053185647,0.292255915,0.371534488
MBD2|8932,2715.481745,0.025646779,0.060017792,0.427319597,0.669146561,0.754713213
FAM127A|8933,4126.491667,-0.212884183,0.10028215,-2.122852211,0.033766238,0.053293864
RAB7L1|8934,1721.809592,-0.067914667,0.080961303,-0.838853438,0.401551559,0.490596783
SKAP2|8935,1608.730492,0.18433482,0.082406758,2.236889608,0.025293556,0.040909379
WASF1|8936,462.2125776,0.465846046,0.096963185,4.804359994,1.55E-06,4.75E-06
BAIAP3|8938,1770.988114,1.082680503,0.111926509,9.67313745,3.92E-22,8.56E-21
FUBP3|8939,2995.337505,0.027669243,0.0571266,0.484349544,0.628137821,0.716430432
TOP3B|8940,706.6785229,0.422808652,0.068828651,6.142916469,8.10E-10,3.75E-09
CDK5R2|8941,10.20844291,0.846350153,0.241936719,3.498229442,0.000468358,0.001001863
KYNU|8942,44.60680308,-0.206353275,0.189726625,-1.087634778,0.276756371,0.354027124
AP3D1|8943,9498.137942,0.238586086,0.046405714,5.141308395,2.73E-07,9.22E-07
SNORD73A|8944,0,,,,,
BTRC|8945,2090.324892,0.132348937,0.056854674,2.327846217,0.019920271,0.032837061
HIST1H3F|8968,0.69132138,1.410156089,0.491417561,2.869567964,0.00411033,0.007624831
HIST1H2AG|8969,24.50478334,0.525215919,0.215447329,2.437792668,0.014777247,0.024925278
HIST1H2BJ|8970,249.7512891,0.711696043,0.150877422,4.717048014,2.39E-06,7.14E-06
H1FX|8971,8234.830932,0.357847373,0.074118631,4.828035397,1.38E-06,4.26E-06
MGAM|8972,40.68120499,-5.207524205,0.280982979,-18.53323725,1.11E-76,9.93E-74
CHRNA6|8973,2.542934267,-0.496073677,0.26621701,-1.863418404,0.062403423,0.09351005
P4HA2|8974,973.4625862,-0.708548937,0.089461366,-7.920166732,2.37E-15,2.18E-14
USP13|8975,1341.551679,0.202916398,0.072967363,2.780919973,0.00542051,0.009867284
WASL|8976,4263.086821,0.048340357,0.052835614,0.914919944,0.360233659,0.446081024
PLOD3|8985,2985.522406,0.325754918,0.062649815,5.19961499,2.00E-07,6.88E-07
RPS6KA4|8986,1973.974085,0.718373222,0.077684717,9.247291487,2.30E-20,4.03E-19
STBD1|8987,1477.21006,-0.120750383,0.1071458,-1.126972621,0.259754057,0.335176969
HSPB3|8988,47.22715765,-1.556596492,0.415091616,-3.750007066,0.00017683,0.00040274
TRPA1|8989,2.697459434,-1.121142829,0.298983162,-3.749852735,0.000176938,0.000402941
SELENBP1|8991,4709.403447,-0.23852142,0.105720689,-2.25614705,0.024061423,0.039044975
ATP6V0E1|8992,9404.310291,0.079162581,0.05648389,1.401507248,0.161062442,0.219705747
PGLYRP1|8993,0.852015507,-0.489454774,0.293269812,-1.668957236,0.095125855,0.136821239
LIMD1|8994,2730.679579,0.152653937,0.063296232,2.411738133,0.01587668,0.026604247
TNFSF18|8995,1.439055897,-0.785652938,0.274885941,-2.858105202,0.004261791,0.007883491
NOL3|8996,1970.602026,0.18539117,0.097012425,1.911004386,0.056004017,0.084786254
KALRN|8997,595.8044052,-0.080451501,0.115797913,-0.694757778,0.487207113,0.579270791
CDKL2|8999,36.18653652,-1.308169417,0.168835429,-7.748192578,9.32E-15,7.92E-14
HAP1|9001,37.38695933,-0.847099189,0.169152948,-5.007889014,5.50E-07,1.79E-06
F2RL3|9002,155.3525808,0.691853324,0.19453306,3.556481995,0.000375854,0.000815249
TAF1C|9013,1644.962676,0.144047746,0.080520781,1.788951184,0.073622678,0.108503255
TAF1B|9014,489.0567355,-0.325095138,0.06409501,-5.072081866,3.93E-07,1.30E-06
TAF1A|9015,143.5770009,-0.224758843,0.080540391,-2.790635117,0.005260474,0.009597279
SLC25A14|9016,315.1654324,0.238414224,0.055607579,4.287441145,1.81E-05,4.78E-05
MPZL1|9019,6852.229877,0.22665587,0.04578312,4.950642704,7.40E-07,2.37E-06
SOCS3|9021,4714.487168,-0.947281051,0.219815381,-4.309439341,1.64E-05,4.35E-05
CLIC3|9022,73.78483714,-0.844332994,0.190632704,-4.429108848,9.46E-06,2.61E-05
CH25H|9023,178.6623537,-0.691470901,0.19952971,-3.465503466,0.00052924,0.001123421
BRSK2|9024,224.6069231,2.627095841,0.289498413,9.074646762,1.14E-19,1.81E-18
RNF8|9025,809.0971001,-0.142028019,0.043797437,-3.242838597,0.001183452,0.002382043
HIP1R|9026,2800.07405,-0.098280082,0.070541416,-1.393225262,0.163551683,0.222746022
NAT8|9027,5.41240544,0.072394993,0.184920396,0.391492743,0.695433052,0.779400153
RHBDL1|9028,160.3298858,0.65626183,0.153332552,4.27999027,1.87E-05,4.93E-05
BAZ1B|9031,5043.968678,-0.153410206,0.055119847,-2.783211775,0.005382366,0.009805109
TM4SF5|9032,0.893681544,1.886543149,0.729836453,2.584884793,0.009741154,0.016951142
PKD2L1|9033,8.042468602,-0.137353284,0.204054439,-0.673120784,0.500870452,0.592756975
CCRL2|9034,59.37562663,-0.005621513,0.117682322,-0.04776854,0.961900709,0.983988191
SEMA5A|9037,695.5433809,-1.167228135,0.159245611,-7.329735036,2.31E-13,1.65E-12
TAAR5|9038,0.055215243,0.27491546,2.616466881,0.105071255,0.916319268,0.965505099
UBA3|9039,2172.834141,-0.03957549,0.047256519,-0.83746097,0.402333507,0.491460548
UBE2M|9040,3480.982552,0.394478459,0.071817692,5.492775483,3.96E-08,1.50E-07
SPAG9|9043,2904.363931,-0.384665291,0.063132972,-6.092938117,1.11E-09,5.05E-09
BTAF1|9044,1695.404962,0.084592949,0.095061969,0.88987163,0.373534819,0.460688259
RPL14|9045,31060.17116,0.640275545,0.097851676,6.543327315,6.02E-11,3.23E-10
DOK2|9046,150.732183,0.194756772,0.145552299,1.338053558,0.180878978,0.24389584
SH2D2A|9047,72.48001743,0.410325788,0.169848981,2.415827204,0.01569951,0.026338592
ARTN|9048,112.6268691,-0.063503598,0.118348349,-0.536582036,0.591556355,0.68195617
AIP|9049,2990.726521,0.090261427,0.081049726,1.113654939,0.265427248,0.34147719
PSTPIP2|9050,606.7758601,-0.350877391,0.092768638,-3.782284604,0.000155396,0.00035669
PSTPIP1|9051,107.3871175,0.250468817,0.174827469,1.432662835,0.151954215,0.208787109
GPRC5A|9052,1125.567791,-0.98652348,0.202264853,-4.877384599,1.08E-06,3.37E-06
MAP7|9053,5821.302893,0.572069844,0.093674864,6.106972803,1.02E-09,4.64E-09
NFS1|9054,1393.489602,0.309151395,0.050876127,6.076551235,1.23E-09,5.58E-09
PRC1|9055,567.8239447,1.063154327,0.122995913,8.643818346,5.44E-18,6.89E-17
SLC7A7|9056,234.5465643,0.058151574,0.12957516,0.448786433,0.653585727,0.739963027
SLC7A6|9057,1147.725524,-0.032663523,0.059287987,-0.550929877,0.581681746,0.672451996
SLC13A2|9058,94.92710166,-6.577500118,0.452443037,-14.53774196,6.99E-48,1.53E-45
PAPSS2|9060,568.4539092,-0.215204569,0.155010976,-1.38831826,0.165040154,0.224571069
PAPSS1|9061,5644.405822,0.212258479,0.082933241,2.55938964,0.010485614,0.018148675
PIAS2|9063,746.4433773,0.004654676,0.074561395,0.062427425,0.950222455,0.983988191
MAP3K6|9064,1596.092281,-0.104649341,0.08259734,-1.266981977,0.205161734,0.272289214
SYT7|9066,14665.49696,0.479842955,0.105452772,4.550311432,5.36E-06,1.53E-05
ANGPTL1|9068,217.0414104,-1.978820868,0.198665839,-9.960549218,2.27E-23,5.79E-22
CLDN12|9069,3320.259203,0.187868817,0.080886573,2.322620568,0.020199545,0.033263969
ASH2L|9070,2118.068619,-0.248023305,0.059086842,-4.19760638,2.70E-05,6.95E-05
CLDN10|9071,112.3973895,-0.077241247,0.309325311,-0.249708782,0.802812566,0.875662047
CLDN8|9073,2764.50258,0.991264393,0.162412249,6.103384436,1.04E-09,4.74E-09
CLDN6|9074,2.097997744,0.547504671,0.315824541,1.733572281,0.082994002,0.121109309
CLDN2|9075,473.1941531,-8.104432241,0.366230131,-22.12934315,1.65E-108,3.61E-105
CLDN1|9076,1930.640261,-1.053420299,0.183826638,-5.730509525,1.00E-08,4.08E-08
DIRAS3|9077,122.7544644,-0.77191259,0.135606432,-5.692300715,1.25E-08,5.05E-08
LDB2|9079,576.0341643,-0.573179356,0.117114668,-4.894172233,9.87E-07,3.11E-06
CLDN9|9080,17.86559663,-0.155144129,0.21264842,-0.729580445,0.465646679,0.557104898
BPY2|9083,0.006029039,0.202635416,4.935570885,0.041056125,0.967251152,0.983988191
VCY|9084,0.140399707,0.437226563,2.47333755,0.176775937,0.859684391,0.92318914
CDY1|9085,0.031817204,0.278106557,4.935570885,0.056347394,0.955065064,0.983988191
EIF1AY|9086,1328.796544,0.175751655,0.090483157,1.942368733,0.052092478,0.079353078
TMSB4Y|9087,198.416287,-0.001013052,0.083377764,-0.012150149,0.990305822,0.993780439
PKMYT1|9088,188.313038,1.51628675,0.181793856,8.340693063,7.39E-17,8.21E-16
PIGQ|9091,2845.482516,0.317765045,0.08554958,3.714396304,0.000203689,0.000459868
SART1|9092,3799.41221,0.193987189,0.06359179,3.050506809,0.002284555,0.004395902
DNAJA3|9093,2930.156055,0.192585892,0.043667903,4.410239085,1.03E-05,2.83E-05
UNC119|9094,1372.130128,0.005330558,0.05318881,0.100219538,0.920170035,0.968162214
TBX19|9095,94.37593966,-0.283968106,0.098397882,-2.885916859,0.003902752,0.007266493
TBX18|9096,12.58777097,-0.844589677,0.287014357,-2.942673969,0.003253909,0.006135078
USP14|9097,3513.967616,-0.058818422,0.071705145,-0.820281749,0.412055509,0.50152969
USP6|9098,103.6485465,0.095153283,0.09887631,0.962346621,0.335875518,0.419449877
USP2|9099,124.486169,-0.867875836,0.185835319,-4.670133979,3.01E-06,8.89E-06
USP10|9100,3809.979627,-0.050648767,0.053154127,-0.952866123,0.340657907,0.424801802
USP8|9101,2420.385906,-0.238836241,0.058371685,-4.091645507,4.28E-05,0.000107089
FCGR2C|9103,48.44987317,-0.029708807,0.162110711,-0.183262454,0.854592093,0.919075503
RGN|9104,282.5453088,-1.295952833,0.154292907,-8.399302736,4.49E-17,5.11E-16
MTMR6|9107,2040.10437,-0.304409602,0.062821452,-4.845631417,1.26E-06,3.92E-06
MTMR7|9108,64.28738654,-0.436250952,0.091296014,-4.77842275,1.77E-06,5.36E-06
MTMR4|9110,2288.456642,0.113423704,0.053287015,2.128543026,0.033292087,0.05261728
NMI|9111,506.616969,-0.335447782,0.095529354,-3.511462884,0.000445648,0.000956613
MTA1|9112,3009.660069,0.200091664,0.061027321,3.278722698,0.00104278,0.002115352
LATS1|9113,875.8175944,-0.502564613,0.151553424,-3.316088798,0.000912868,0.001867999
ATP6V0D1|9114,5343.768948,-0.047549502,0.073340368,-0.648340111,0.516764996,0.608492021
SEC22C|9117,3087.623751,0.405496434,0.068798183,5.893999173,3.77E-09,1.62E-08
INA|9118,35.07530159,0.27281872,0.246693845,1.105899987,0.26876981,0.345180111
KRT75|9119,11.17191631,2.163132633,0.400205305,5.405057374,6.48E-08,2.39E-07
SLC16A6|9120,41.65813426,-1.369212956,0.205205616,-6.672395161,2.52E-11,1.41E-10
SLC16A5|9121,422.3430773,-1.68022956,0.184050848,-9.129159576,6.90E-20,1.13E-18
SLC16A4|9122,166.128125,-1.231340219,0.120154862,-10.24794339,1.21E-24,3.59E-23
SLC16A3|9123,602.9572963,-0.57620516,0.130937251,-4.400620569,1.08E-05,2.95E-05
PDLIM1|9124,3539.859677,-0.979189223,0.12055758,-8.122170512,4.58E-16,4.58E-15
RQCD1|9125,370.4349733,-0.04650267,0.073067617,-0.636433371,0.524493996,0.616669998
SMC3|9126,2308.410806,-0.177274637,0.068211601,-2.598892796,0.009352498,0.016332618
P2RX6|9127,27.2487787,-1.651881917,0.222699441,-7.417539574,1.19E-13,8.79E-13
PRPF4|9128,1709.868456,0.041423986,0.049154985,0.842721972,0.399383956,0.48831249
PRPF3|9129,1553.890556,0.207022715,0.067299679,3.076132271,0.002097048,0.00405853
FAM50A|9130,4240.427528,0.633989011,0.094716025,6.693577044,2.18E-11,1.23E-10
AIFM1|9131,2709.121392,0.519542965,0.057525031,9.031598157,1.69E-19,2.62E-18
KCNQ4|9132,53.94560819,-1.386001826,0.173370513,-7.994449566,1.30E-15,1.23E-14
CCNB2|9133,307.6884421,1.386003879,0.151352807,9.157437571,5.31E-20,8.86E-19
CCNE2|9134,117.1856561,1.038752908,0.169408028,6.131662813,8.70E-10,4.01E-09
RABEP1|9135,5088.883937,0.134439068,0.072344427,1.858319614,0.06312364,0.094459744
RRP9|9136,1310.580736,0.660754628,0.072878714,9.066496765,1.23E-19,1.94E-18
ARHGEF1|9138,3135.088159,0.319976571,0.060762461,5.266023839,1.39E-07,4.90E-07
CBFA2T2|9139,4332.751968,0.425552423,0.080732089,5.271168233,1.36E-07,4.77E-07
ATG12|9140,1006.870436,-0.303456155,0.04495316,-6.750496657,1.47E-11,8.48E-11
PDCD5|9141,1629.520052,0.660693231,0.077933901,8.47761013,2.30E-17,2.70E-16
CXorf1|9142,1.386120479,-1.811736914,0.351700793,-5.151358619,2.59E-07,8.76E-07
SYNGR3|9143,33.19142313,-0.091189214,0.207255373,-0.439984803,0.659948114,0.745835409
SYNGR2|9144,26119.42083,0.791047267,0.077467302,10.21136975,1.76E-24,5.15E-23
SYNGR1|9145,1749.633814,-0.621697597,0.101623386,-6.117662665,9.50E-10,4.36E-09
HGS|9146,4812.748001,0.229141827,0.051701468,4.432017816,9.34E-06,2.57E-05
SDCCAG1|9147,1725.735636,-0.231250551,0.057445339,-4.02557551,5.68E-05,0.000139564
NEURL|9148,92.47127417,-0.522625206,0.204594896,-2.554439114,0.010635903,0.018390996
DYRK1B|9149,1652.60377,0.58135123,0.067639558,8.594840813,8.34E-18,1.03E-16
CTDP1|9150,1310.562581,0.122041211,0.059792877,2.04106605,0.041244262,0.063967308
SLC6A5|9152,0.024055008,0.143952298,2.855658719,0.050409489,0.959796075,0.983988191
SLC28A2|9153,0.230991963,0.641486504,0.576794119,1.112158539,0.266069991,0.342181944
SLC28A1|9154,1.174655799,1.482759657,0.373335972,3.971649582,7.14E-05,0.000172767
EXO1|9156,62.21764304,1.383396215,0.205620451,6.727911594,1.72E-11,9.84E-11
FIBP|9158,2724.374546,0.4206783,0.068921421,6.103738053,1.04E-09,4.73E-09
PCSK7|9159,1647.926235,0.168579851,0.060548477,2.784212895,0.00536578,0.009776705
DGKI|9162,5.064945407,-0.734222853,0.199592927,-3.678601557,0.000234516,0.000524946
EBAG9|9166,1337.767654,-0.179844989,0.058141219,-3.093244187,0.001979812,0.003850199
COX7A2L|9167,5613.270903,0.248068076,0.055290488,4.486632012,7.24E-06,2.03E-05
TMSB10|9168,21166.82851,0.926778934,0.137798451,6.72561213,1.75E-11,9.98E-11
SFRS2IP|9169,4897.256161,-0.13958835,0.068701412,-2.031811962,0.042172696,0.065324835
LPAR2|9170,1474.096123,0.513672475,0.089691726,5.72708875,1.02E-08,4.16E-08
MYOM2|9172,289.844334,-0.450922916,0.245474555,-1.836943609,0.066218221,0.098677641
IL1RL1|9173,38.26024246,-2.738128026,0.241782465,-11.32475851,9.90E-30,5.30E-28
MAP3K13|9175,107.253123,0.235293284,0.140495032,1.67474452,0.093984368,0.135436922
HTR3B|9177,0.290483344,-0.831277798,0.865965818,-0.959942968,0.337083919,0.420745247
AP4M1|9179,1117.206135,0.393049804,0.067576482,5.816369768,6.01E-09,2.53E-08
OSMR|9180,1191.049327,-0.100472712,0.133630054,-0.751872116,0.452127968,0.544074947
ARHGEF2|9181,1148.056764,-0.605144055,0.091970429,-6.579767684,4.71E-11,2.56E-10
RASSF9|9182,78.21698197,-0.575232014,0.146882648,-3.91626936,8.99E-05,0.000213735
ZW10|9183,840.8075939,0.028404826,0.052715544,0.538832076,0.590002729,0.680591383
BUB3|9184,3433.105421,0.251076115,0.046052375,5.451968867,4.98E-08,1.86E-07
REPS2|9185,6987.244084,1.101401356,0.127765491,8.620491693,6.67E-18,8.38E-17
SLC24A1|9187,715.7089812,-0.058994505,0.066160502,-0.891687685,0.372560356,0.459601709
DDX21|9188,3073.289829,0.261721088,0.126182138,2.074153217,0.038065084,0.059468001
ZBED1|9189,4147.356126,0.245924748,0.048604875,5.059672437,4.20E-07,1.38E-06
DEDD|9191,1718.002827,0.075684676,0.03619117,2.091247019,0.036505926,0.057258691
SLC16A7|9194,30.3794013,-1.382313032,0.178980368,-7.723266235,1.13E-14,9.51E-14
KCNAB3|9196,34.02178329,1.055532713,0.184658771,5.716125523,1.09E-08,4.42E-08
SLC33A1|9197,1930.223162,-0.081906995,0.08131491,-1.007281378,0.313799576,0.395243588
PTPLA|9200,233.1517066,-1.149126447,0.132438878,-8.676654942,4.08E-18,5.26E-17
DCLK1|9201,561.6987069,-0.156512192,0.19747733,-0.792557768,0.428035522,0.51874244
ZMYM4|9202,3479.523766,-0.06617093,0.052190561,-1.267871605,0.204843806,0.271922306
ZMYM3|9203,2670.167643,-0.030615242,0.056594362,-0.540959217,0.588535693,0.679138079
ZMYM6|9204,891.7371039,-0.11455376,0.041222094,-2.77894084,0.005453646,0.00992393
ZMYM5|9205,682.1948163,-0.193181916,0.063153185,-3.058941759,0.002221203,0.004281445
LRRFIP1|9208,7816.692387,0.012413639,0.066771873,0.185911197,0.852514401,0.917192088
LRRFIP2|9209,3605.932703,-0.143156946,0.06935058,-2.064250148,0.038994005,0.060779228
BMP15|9210,0.055460192,0.137489282,1.763852886,0.077948271,0.937869202,0.979657426
LGI1|9211,26.68543289,-0.068113674,0.325794183,-0.209069643,0.834393872,0.902137922
AURKB|9212,95.5457593,2.043047682,0.191466387,10.67052926,1.40E-26,5.29E-25
XPR1|9213,1631.691554,-0.413105547,0.066215682,-6.238787166,4.41E-10,2.12E-09
FAIM3|9214,287.4942973,-0.012227365,0.158409822,-0.077188172,0.938473851,0.979827206
LARGE|9215,1221.100257,-1.186627649,0.098709688,-12.02138997,2.74E-33,2.05E-31
VAPB|9217,2530.677379,0.09960363,0.03976828,2.504599891,0.012258998,0.020972622
VAPA|9218,6837.113502,-0.194590084,0.040013744,-4.863081138,1.16E-06,3.61E-06
MTA2|9219,4981.625414,0.187369184,0.042006529,4.460477702,8.18E-06,2.27E-05
TIAF1|9220,611.6920553,0.337736259,0.130304997,2.591890315,0.00954502,0.016637805
NOLC1|9221,6279.058126,0.312025414,0.058826118,5.304198652,1.13E-07,4.03E-07
MAGI1|9223,1529.400673,-0.196731897,0.084223915,-2.335819899,0.01950063,0.032199286
LRAT|9227,118.4969522,-0.513487399,0.240151075,-2.138184888,0.03250174,0.051446703
