Gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AADAC|13,0.731474173,0.880150578,0.644308111,1.366039884,0.171926445,0.233102726
AAMP|14,7932.784419,0.292361286,0.044712514,6.538690375,6.21E-11,3.32E-10
AANAT|15,0.973838312,0.360636813,0.277393954,1.300088946,0.193570486,0.258808911
AARS|16,8315.186392,0.034157272,0.063925067,0.534332979,0.593111179,0.683455608
ABAT|18,5240.850267,0.348381652,0.131013608,2.659125693,0.007834373,0.013869872
ABCA1|19,1058.122155,0.080733801,0.122528031,0.658900663,0.50995956,0.601847749
ABCA2|20,4690.941186,0.615992099,0.076323681,8.070786023,6.98E-16,6.86E-15
ABCA3|21,3416.012353,0.651115239,0.082788507,7.864802317,3.70E-15,3.31E-14
ABCB7|22,876.0234765,0.065879108,0.04588476,1.435751389,0.151073097,0.207707028
ABCF1|23,3968.341485,0.100780032,0.040714876,2.475263172,0.013313803,0.022633465
ABCA4|24,17.80138452,-2.666539515,0.218928614,-12.17994973,3.98E-34,3.29E-32
ABL1|25,6277.538067,-0.091240766,0.057327955,-1.591558003,0.111484053,0.157958496
ABP1|26,1326.657012,-1.965849547,0.360520177,-5.452814217,4.96E-08,1.85E-07
ABL2|27,1460.686869,0.190481611,0.056069512,3.39724042,0.000680691,0.001420231
ABO|28,74.86130503,-1.466279376,0.273822166,-5.354860046,8.56E-08,3.11E-07
ABR|29,4180.481438,-0.277669029,0.053074858,-5.231649037,1.68E-07,5.84E-07
ACAA1|30,6493.550172,0.220923739,0.080207791,2.754392528,0.00588012,0.010633086
ACACA|31,14244.85986,0.80652668,0.097551967,8.26766191,1.37E-16,1.47E-15
ACACB|32,1090.821217,-1.133166645,0.114207667,-9.921984001,3.34E-23,8.36E-22
ACADL|33,1293.98666,0.477600158,0.187527348,2.54682937,0.010870657,0.018768869
ACADM|34,2162.390339,-0.16708888,0.074746981,-2.235393018,0.025391558,0.041054382
ACADS|35,1059.609339,-0.047372652,0.103226444,-0.458919725,0.646291813,0.733436053
ACADSB|36,5350.418795,0.3282524,0.098735773,3.324553921,0.000885601,0.00181617
ACADVL|37,13891.19194,0.032450919,0.081148112,0.399897394,0.689232092,0.773773174
ACAT1|38,3402.836743,0.234744942,0.087263655,2.690065415,0.007143801,0.012737869
ACAT2|39,2364.861649,-0.133656706,0.112423178,-1.188871437,0.234490262,0.306294923
ACCN1|40,50.42443407,1.705560235,0.347587356,4.906853501,9.25E-07,2.93E-06
ACCN2|41,569.0548892,0.539467466,0.099961387,5.396758516,6.79E-08,2.50E-07
ACHE|43,346.4004621,0.167148721,0.178682292,0.935452072,0.349555372,0.434464747
ACLY|47,18204.0619,0.571789997,0.088293126,6.476042025,9.42E-11,4.93E-10
ACO1|48,2855.147728,-0.47668822,0.065143978,-7.317456395,2.53E-13,1.80E-12
ACR|49,9.345870994,0.280744432,0.160797861,1.745946305,0.080820283,0.11815476
ACO2|50,7750.532043,-0.080159028,0.05040825,-1.590196597,0.111790497,0.158324258
ACOX1|51,5685.49879,0.042737859,0.052447042,0.81487644,0.41514304,0.504769344
ACP1|52,4054.680337,0.190891027,0.042692215,4.471331064,7.77E-06,2.17E-05
ACP2|53,4035.70709,0.292035791,0.076003383,3.842405154,0.000121835,0.00028403
ACP5|54,1890.728315,0.097529626,0.19052891,0.511888859,0.608728796,0.69809846
ACPP|55,269819.2618,-0.830911189,0.200453289,-4.145161176,3.40E-05,8.61E-05
ACRV1|56,16.13903785,0.35952111,0.230985386,1.55646691,0.119597105,0.168338018
ACTA1|58,849.015549,-0.240181884,0.414921958,-0.578860385,0.562683383,0.654412219
ACTA2|59,60942.01247,-1.299766378,0.160605489,-8.092913808,5.83E-16,5.75E-15
ACTB|60,158030.145,-0.607599538,0.071207174,-8.532841591,1.43E-17,1.71E-16
ACTC1|70,1831.762538,-2.584054666,0.312045602,-8.281016147,1.22E-16,1.32E-15
ACTG1|71,133528.788,0.311415604,0.062359098,4.993908127,5.92E-07,1.92E-06
ACTG2|72,57822.95324,-1.669709815,0.194440941,-8.58723377,8.91E-18,1.10E-16
ACTN4|81,18026.53368,-0.471097913,0.050727308,-9.286870043,1.59E-20,2.85E-19
ACTL6A|86,1871.662395,0.249311066,0.059737014,4.173477183,3.00E-05,7.67E-05
ACTN1|87,13936.96396,-0.876140461,0.095516999,-9.172612925,4.62E-20,7.77E-19
ACTN2|88,374.3023593,-0.281504093,0.425674915,-0.661312383,0.508412002,0.600417632
ACTN3|89,4.168774264,-1.289318831,0.201602677,-6.395345779,1.60E-10,8.12E-10
ACVR1|90,1455.309455,-0.139223916,0.064712451,-2.151423933,0.031442754,0.049959409
ACVR1B|91,3154.265423,-0.214892054,0.064950441,-3.308554198,0.00093779,0.001915609
ACVR2A|92,1072.480045,-0.190371892,0.062311089,-3.055184809,0.002249219,0.004332147
ACVR2B|93,769.2454209,0.291689949,0.082401501,3.539862073,0.000400336,0.000865203
ACVRL1|94,704.7482325,-0.934428918,0.114297699,-8.175395698,2.95E-16,3.02E-15
ACY1|95,3193.617576,0.768281903,0.095235563,8.067174503,7.19E-16,7.05E-15
ACYP1|97,175.2038832,0.257826669,0.10089381,2.555426042,0.01060579,0.01834215
ACYP2|98,509.3051577,0.158053087,0.073873218,2.139518102,0.032393731,0.051296377
ADA|100,107.1653449,-0.331873037,0.125162566,-2.651535897,0.00801266,0.01415366
ADAM8|101,321.9041086,-0.012275079,0.122231669,-0.100424706,0.920007157,0.968094413
ADAM10|102,4332.400102,-0.13904748,0.129392926,-1.074614235,0.282547476,0.360567463
ADAR|103,14533.24788,0.056396978,0.058606764,0.962294695,0.335901593,0.419455808
ADARB1|104,1919.740702,0.169247896,0.06731543,2.514251131,0.011928546,0.020449976
ADARB2|105,97.61048846,-0.639165665,0.255127696,-2.505277458,0.012235537,0.020936127
ADCY1|107,1007.942956,0.693812319,0.179233569,3.870995394,0.000108392,0.000254259
ADCY2|108,804.018243,-0.358221709,0.15395854,-2.326741395,0.019979033,0.032921222
ADCY3|109,1369.025765,-0.602791303,0.093225529,-6.465946684,1.01E-10,5.25E-10
ADCY5|111,722.5163872,-1.498518353,0.167042674,-8.970871459,2.94E-19,4.44E-18
ADCY6|112,4593.766468,0.534512993,0.07091178,7.537717876,4.78E-14,3.68E-13
ADCY7|113,376.1795651,-0.227837224,0.116761477,-1.95130475,0.051020804,0.077865317
ADCY8|114,3.153799587,-4.110907095,0.438278393,-9.379670905,6.62E-21,1.25E-19
ADCY9|115,845.5878713,-0.855656829,0.095194753,-8.98848727,2.51E-19,3.82E-18
ADCYAP1|116,29.40130866,-0.438762373,0.259970948,-1.687736172,0.091461885,0.132150431
ADCYAP1R1|117,4.456109303,-2.606684791,0.314158948,-8.297343777,1.06E-16,1.16E-15
ADD1|118,14076.51102,-0.356293889,0.036710621,-9.705471465,2.86E-22,6.35E-21
ADD2|119,172.3778726,0.404546665,0.259428014,1.559379261,0.118906642,0.167450042
ADD3|120,2781.86342,-0.823729406,0.135393211,-6.083978676,1.17E-09,5.33E-09
PLIN2|123,1341.132966,-0.559035877,0.124377418,-4.494673422,6.97E-06,1.96E-05
ADH1A|124,2.673853306,-0.98097298,0.25223674,-3.889096328,0.000100618,0.000237212
ADH1B|125,224.3727079,-1.756478374,0.216843145,-8.10022552,5.49E-16,5.44E-15
ADH1C|126,291.6795145,-0.384448866,0.192383238,-1.998349072,0.045678829,0.070329306
ADH4|127,2.706174966,-1.914700198,0.411583226,-4.652036513,3.29E-06,9.65E-06
ADH5|128,8325.773978,-0.504858522,0.076888332,-6.566126638,5.16E-11,2.80E-10
ADH6|130,19.28618457,0.5404759,0.315767817,1.711624397,0.086965909,0.126275836
ADH7|131,0.684853763,-1.241424225,0.545719656,-2.274838757,0.022915604,0.037336566
ADK|132,748.6057872,0.159423141,0.059896988,2.661622008,0.007776515,0.013774408
ADM|133,632.3489582,0.075556426,0.179885706,0.420024625,0.674467465,0.759669047
ADORA1|134,32.25967383,0.184752787,0.163945281,1.126917381,0.259777414,0.335185119
ADORA2A|135,164.9526437,0.318764024,0.102173988,3.119815815,0.001809642,0.003540267
ADORA2B|136,79.46827276,-1.169855487,0.16947556,-6.902797582,5.10E-12,3.10E-11
ADORA3|140,109.4160216,-0.173547167,0.142493325,-1.217931904,0.223249851,0.293248385
ADPRH|141,808.504558,-0.469014524,0.100187086,-4.681386999,2.85E-06,8.44E-06
PARP1|142,8125.766736,0.118869316,0.055712627,2.133615342,0.032874281,0.051998732
PARP4|143,2659.978834,-0.477770541,0.07238461,-6.600443684,4.10E-11,2.24E-10
ADRA1D|146,132.0942144,-1.581119324,0.242295414,-6.525585011,6.77E-11,3.61E-10
ADRA1B|147,15.36684468,-1.557196248,0.21063081,-7.393012679,1.44E-13,1.05E-12
ADRA1A|148,117.3718522,-2.12801107,0.210992526,-10.08571779,6.39E-24,1.74E-22
ADRA2A|150,825.6024844,1.432197029,0.19445209,7.365295124,1.77E-13,1.28E-12
ADRA2B|151,42.4752501,-1.458717707,0.163658516,-8.913179347,4.96E-19,7.28E-18
ADRA2C|152,381.1999005,-0.521247256,0.176673494,-2.950342155,0.003174222,0.005992875
ADRB1|153,1580.476058,1.01885527,0.136846618,7.445235284,9.68E-14,7.21E-13
ADRB2|154,1395.636085,0.559234906,0.114104544,4.901074795,9.53E-07,3.01E-06
ADRB3|155,6.472859478,-2.481189189,0.348518885,-7.119238865,1.09E-12,7.15E-12
ADRBK1|156,11242.54182,0.707882415,0.061044952,11.59608438,4.31E-31,2.62E-29
ADRBK2|157,2182.944046,0.151023222,0.094071629,1.605406692,0.108404333,0.154105581
ADSL|158,2469.306677,0.482054499,0.059156201,8.148841347,3.67E-16,3.72E-15
ADSS|159,2696.55272,-0.061393881,0.060983744,-1.00672536,0.314066772,0.395504151
AP2A1|160,4169.421207,-0.088802471,0.042108257,-2.108908719,0.034952461,0.055016002
AP2A2|161,5025.554718,0.208996703,0.042624347,4.903223569,9.43E-07,2.98E-06
AP1B1|162,12308.78987,0.128230447,0.070398422,1.821496039,0.068531488,0.101800909
AP2B1|163,10761.40401,-0.145461387,0.042221234,-3.445218747,0.000570597,0.001204452
AP1G1|164,5303.279647,-0.083544132,0.073736485,-1.133009422,0.257210297,0.33230881
AEBP1|165,13893.9171,-0.041820122,0.144774928,-0.288863013,0.772686209,0.848811229
AES|166,25859.61668,-0.057577478,0.07134482,-0.807030951,0.419648652,0.509762187
CRISP1|167,150.1032107,-9.242848927,0.623819311,-14.81654826,1.15E-49,2.71E-47
AFG3L1|172,417.0649895,0.298908694,0.08811148,3.392392172,0.000692852,0.001444072
AFM|173,0.139833506,-0.550078059,0.925477276,-0.594372302,0.55226313,0.644694848
AFP|174,4.609498926,2.771171433,0.52421254,5.286350905,1.25E-07,4.42E-07
AGA|175,1299.731723,0.177418159,0.072275078,2.454762622,0.014097765,0.023848708
ACAN|176,98.52739321,1.261948104,0.241288536,5.23003756,1.69E-07,5.89E-07
AGER|177,120.4217756,0.393531644,0.166455131,2.364190535,0.018069517,0.030010076
AGL|178,2293.508853,-0.487850328,0.074978964,-6.506496005,7.69E-11,4.07E-10
AGRP|181,0.716547923,0.194376555,0.343264617,0.56625864,0.571217972,0.66249698
JAG1|182,7146.513785,0.246766906,0.144554791,1.707082167,0.087806781,0.127336989
AGT|183,1522.184594,1.074079506,0.289256576,3.713241437,0.000204622,0.000461813
AGTR1|185,1063.465122,1.381024855,0.257856943,5.355779208,8.52E-08,3.09E-07
AGTR2|186,0.261188735,-0.112143081,0.88569422,-0.126616024,0.899244314,0.952924756
APLNR|187,244.4249365,0.632002485,0.182564871,3.461796799,0.000536582,0.001137533
AGXT|189,2.99095214,1.187776462,0.400852244,2.963127884,0.0030453,0.005766077
NR0B1|190,0.958449982,-0.591465228,0.386592354,-1.529945489,0.126030222,0.176546431
AHCY|191,13651.36626,0.378602112,0.065504664,5.77977338,7.48E-09,3.11E-08
AHR|196,1886.19171,-0.984818196,0.143134969,-6.880346615,5.97E-12,3.59E-11
AHSG|197,3.129132658,2.81816958,0.696764004,4.044654379,5.24E-05,0.000129431
AIF1|199,470.15651,0.168986342,0.133375503,1.266996849,0.205156417,0.272289214
AIM1|202,10108.21152,0.314637501,0.110505574,2.847254572,0.004409808,0.008133582
AK1|203,1028.019498,-0.976683294,0.124399391,-7.851190294,4.12E-15,3.65E-14
AK2|204,4498.190276,0.306071279,0.048006945,6.375562471,1.82E-10,9.18E-10
AK3L1|205,1002.743326,0.198431172,0.101454614,1.955861493,0.050481473,0.077131988
AKT1|207,13461.60131,0.206170658,0.047862644,4.307548429,1.65E-05,4.39E-05
AKT2|208,6972.581894,0.173785798,0.036695528,4.735884863,2.18E-06,6.54E-06
ALAD|210,2783.182081,-0.935017473,0.087257446,-10.71561818,8.60E-27,3.32E-25
ALAS1|211,2549.235618,-0.251962452,0.060244727,-4.182315408,2.89E-05,7.40E-05
ALAS2|212,3.040914644,0.633577213,0.257290536,2.462497156,0.013797327,0.023376658
ALB|213,173.86641,4.090185297,0.3486144,11.73269174,8.67E-32,5.61E-30
ALCAM|214,11184.67035,0.561634803,0.10338203,5.432615343,5.55E-08,2.07E-07
ABCD1|215,916.9360014,-0.280910166,0.072822372,-3.857470709,0.000114566,0.000267865
ALDH1A1|216,5211.09648,-0.595844489,0.231595874,-2.572776788,0.010088625,0.017509324
ALDH2|217,7136.27702,-0.834366605,0.135080571,-6.176806925,6.54E-10,3.07E-09
ALDH3A1|218,64.35965884,-1.683243568,0.235814541,-7.137997353,9.47E-13,6.28E-12
ALDH1B1|219,3398.910175,-0.573939373,0.085746599,-6.693435998,2.18E-11,1.23E-10
ALDH1A3|220,33566.02481,1.003350536,0.132178082,7.590899505,3.18E-14,2.51E-13
ALDH3B1|221,271.1392142,-0.717889167,0.122683351,-5.85156143,4.87E-09,2.07E-08
ALDH3B2|222,2041.249934,0.930633481,0.210337753,4.424471924,9.67E-06,2.66E-05
ALDH9A1|223,7370.184806,-0.209365445,0.062045193,-3.374402346,0.000739762,0.001534664
ALDH3A2|224,7577.846584,-0.452702582,0.08340099,-5.428024098,5.70E-08,2.12E-07
ABCD2|225,23.86361769,-1.386881047,0.179514239,-7.725743974,1.11E-14,9.35E-14
ALDOA|226,40249.56032,-0.156829742,0.074942571,-2.092665614,0.036379015,0.057078721
ALDOB|229,10.33298724,0.985340466,0.255627442,3.854595814,0.000115921,0.000270693
ALDOC|230,984.9206957,-0.593787189,0.106589778,-5.570770476,2.54E-08,9.86E-08
AKR1B1|231,2542.898248,-3.904334235,0.163867539,-23.82616023,1.79E-125,7.04E-122
ALK|238,5.523668085,-0.142891823,0.195495222,-0.730922329,0.464826597,0.556394494
ALOX12|239,11.9305381,0.182979972,0.122565535,1.492915377,0.135459339,0.188519758
ALOX5|240,959.1147037,-0.233109792,0.111293392,-2.094551963,0.036210839,0.056860211
ALOX5AP|241,249.8238905,-0.338053405,0.134016114,-2.522483256,0.01165295,0.020012387
ALOX12B|242,11.02529721,0.260081225,0.184596273,1.408919153,0.158859075,0.217031267
ANXA8L2|244,149.0002234,-1.347182186,0.199641312,-6.748013075,1.50E-11,8.63E-11
ALOX15|246,281.4513919,1.901695712,0.327725019,5.802717527,6.52E-09,2.73E-08
ALOX15B|247,13129.79205,0.252534315,0.311725088,0.810118675,0.417871972,0.507729418
ALPI|248,0.191948665,0.259675208,1.965869603,0.132091776,0.8949117,0.950381634
ALPL|249,543.2409727,0.172636982,0.16985629,1.016370849,0.309452822,0.390493844
ALPP|250,1.018697073,-0.178811079,0.433409691,-0.412568253,0.679922965,0.764937642
ALPPL2|251,0.26419773,0.771515807,0.871690237,0.885080243,0.376113354,0.46337448
ALX3|257,56.95566895,0.263793419,0.102544626,2.572474346,0.010097444,0.017523083
AMBN|258,0.23354901,0.908922054,1.337308978,0.679664961,0.496716627,0.588383577
AMBP|259,11.82538332,1.401162817,0.269866405,5.192060924,2.08E-07,7.14E-07
AMD1|262,23923.86215,0.063627231,0.130955192,0.485870246,0.627059166,0.715490586
AMELX|265,1.067183173,-2.903976719,0.356845384,-8.137913074,4.02E-16,4.05E-15
AMELY|266,5.438695947,1.489052288,0.290207479,5.130992121,2.88E-07,9.70E-07
AMFR|267,5619.562356,-0.345590395,0.049076279,-7.041902986,1.90E-12,1.21E-11
AMH|268,49.54889255,3.554879103,0.303552589,11.71091676,1.12E-31,7.04E-30
AMHR2|269,10.91523256,1.698274672,0.217297533,7.815434662,5.48E-15,4.79E-14
AMPD1|270,22.84562781,-0.385387236,0.40674659,-0.947487319,0.343390515,0.427802637
AMPD2|271,2183.258346,-0.011374808,0.054075619,-0.21035002,0.833394498,0.901354689
AMPD3|272,1305.73628,0.458878693,0.138913145,3.303349677,0.000955372,0.001948285
AMPH|273,53.55407647,-1.285654124,0.160323505,-8.019124335,1.07E-15,1.02E-14
BIN1|274,3323.115525,-0.254006158,0.112289409,-2.262066923,0.023693269,0.038495201
AMT|275,699.1659338,-0.905951902,0.149520907,-6.059031616,1.37E-09,6.18E-09
AMY1A|276,6.152844744,0.948645606,0.281104033,3.374713607,0.000738925,0.001533276
AMY2A|279,3.167201106,0.846437971,0.305257739,2.772863262,0.005556546,0.010092503
AMY2B|280,295.7346079,0.622322916,0.175113363,3.553828824,0.000379666,0.000822973
ANG|283,1541.469615,-0.279125149,0.142681676,-1.956278887,0.05043231,0.077074833
ANGPT1|284,712.2055399,-2.095703104,0.171928632,-12.1893781,3.54E-34,2.98E-32
ANGPT2|285,321.4744168,0.011512561,0.164615264,0.069936169,0.944244465,0.982715719
ANK1|286,203.7037307,0.13943224,0.213633987,0.652668809,0.513969815,0.605780938
ANK2|287,485.7299078,-1.483772555,0.160402785,-9.250291704,2.24E-20,3.92E-19
ANK3|288,4490.193854,0.122258753,0.131197096,0.931870875,0.351403261,0.436375449
ANPEP|290,19922.10498,0.194589017,0.306636079,0.634592698,0.525694092,0.617859402
SLC25A4|291,3396.616036,-0.445935532,0.073522006,-6.065334115,1.32E-09,5.96E-09
SLC25A5|292,9727.70042,0.227635671,0.06905037,3.296661136,0.000978415,0.001991972
SLC25A6|293,46502.42846,0.746223902,0.092825375,8.039007662,9.06E-16,8.75E-15
ANXA1|301,6547.503255,-1.012704123,0.132954942,-7.616897193,2.60E-14,2.07E-13
ANXA2|302,11031.721,-1.006996479,0.118352489,-8.508452031,1.76E-17,2.08E-16
ANXA2P2|304,3743.551328,-1.181569245,0.116495897,-10.14258248,3.58E-24,1.00E-22
ANXA3|306,4278.674284,0.324741906,0.107657587,3.016433071,0.002557677,0.004893672
ANXA4|307,3481.521314,-0.459761787,0.060765234,-7.566197905,3.84E-14,3.00E-13
ANXA5|308,17813.69872,0.21675032,0.064254307,3.373319681,0.000742677,0.001540052
ANXA6|309,6125.873357,-1.164407748,0.116171987,-10.02313706,1.21E-23,3.20E-22
ANXA7|310,6966.081831,-0.124546296,0.041615399,-2.992793477,0.002764367,0.005267107
ANXA11|311,12582.3503,0.051735369,0.065898458,0.78507708,0.432408377,0.523097384
ANXA13|312,84.33788694,-5.88766113,0.339079312,-17.36366957,1.55E-67,8.26E-65
AOAH|313,175.1410354,-0.222216015,0.165963143,-1.338947977,0.180587609,0.243586455
AOC2|314,53.60214631,0.939077671,0.145795247,6.441071907,1.19E-10,6.12E-10
AOX1|316,1329.902819,-2.465582449,0.187834805,-13.12633434,2.33E-39,3.03E-37
APAF1|317,880.6836405,-0.087838721,0.066005573,-1.330777347,0.183262284,0.246642996
NUDT2|318,1282.305928,0.27400077,0.088081227,3.110773747,0.001865979,0.003641787
APOF|319,418.4384008,2.4442973,0.219125555,11.15477972,6.79E-29,3.34E-27
APBA1|320,519.4027964,0.413609869,0.095597836,4.326561022,1.51E-05,4.05E-05
APBA2|321,620.3466648,1.180604206,0.134131071,8.801869678,1.35E-18,1.86E-17
APBB1|322,1796.280505,-0.796040515,0.091896109,-8.66239632,4.62E-18,5.92E-17
APBB2|323,1330.142144,-0.235378422,0.063964399,-3.67983483,0.000233385,0.000522473
APC|324,1555.112909,-0.253292266,0.093876894,-2.698132148,0.006972975,0.012456989
APCS|325,1.42954915,2.640265395,1.085117893,2.433159948,0.014967687,0.025214067
AIRE|326,0.845852048,0.247917042,0.310534768,0.798355183,0.424664403,0.515091524
APEH|327,6611.94167,0.349658063,0.060506906,5.778812425,7.52E-09,3.12E-08
APEX1|328,7432.683762,0.411169015,0.057031254,7.209538368,5.61E-13,3.82E-12
BIRC2|329,2521.461833,-0.073092875,0.052240449,-1.399162445,0.161764276,0.220525474
BIRC3|330,866.4636423,-0.207089194,0.142781993,-1.450387334,0.146950537,0.202577104
XIAP|331,3586.212405,-0.069190883,0.059167638,-1.169404189,0.242240823,0.315112089
BIRC5|332,175.6806619,1.952911444,0.201779112,9.678461867,3.72E-22,8.14E-21
APLP1|333,213.1301485,0.033985293,0.163923487,0.207324124,0.835756735,0.903462447
APLP2|334,56497.94905,0.26540416,0.070415755,3.76910197,0.000163836,0.000374752
APOA1|335,10.80661923,-0.103473499,0.324631511,-0.318741389,0.749922627,0.829316774
APOA2|336,5.631353097,5.023955354,1.6396794,3.063986383,0.002184089,0.004214876
APOA4|337,0.144648099,0.198114872,1.553092523,0.127561539,0.89849597,0.952490958
APOB|338,30.28141027,-1.420934602,0.228340299,-6.222881413,4.88E-10,2.33E-09
APOBEC1|339,0.144067313,0.466411908,1.394073804,0.334567586,0.737951299,0.818840354
APOC1|341,1103.264464,2.338448967,0.203537792,11.48901607,1.50E-30,8.67E-29
APOC1P1|342,0.388245275,1.252355006,0.481112077,2.603042128,0.00924006,0.016153474
AQP8|343,4.258469186,-1.267209906,0.321317976,-3.943787776,8.02E-05,0.000191962
APOC2|344,88.65596583,1.435013315,0.20606821,6.963778222,3.31E-12,2.06E-11
APOC3|345,2.655968002,4.05050892,1.534594863,2.639464667,0.008303708,0.014617885
APOC4|346,1.086124949,2.029091861,0.424033824,4.785212278,1.71E-06,5.19E-06
APOD|347,7392.193281,0.836900953,0.163915779,5.105676575,3.30E-07,1.10E-06
APOE|348,5126.978848,1.709915058,0.17603345,9.713580332,2.64E-22,5.90E-21
APOH|350,21.37918843,3.780364443,0.786560357,4.806197529,1.54E-06,4.71E-06
APP|351,36331.03339,-0.444026543,0.102437248,-4.334619989,1.46E-05,3.92E-05
APRT|353,7443.174518,0.882828788,0.112072635,7.877291278,3.35E-15,3.01E-14
KLK3|354,956433.4816,0.637504137,0.145172964,4.391342015,1.13E-05,3.07E-05
FAS|355,612.9260869,-0.735401414,0.1138239,-6.46086991,1.04E-10,5.43E-10
FASLG|356,16.76706035,0.124693882,0.199960638,0.623592139,0.532895475,0.625239864
SHROOM2|357,1961.553527,0.152127712,0.078426854,1.939740071,0.052411287,0.079801642
AQP1|358,6291.836672,-0.529821971,0.121377313,-4.365082367,1.27E-05,3.43E-05
AQP2|359,1205.162269,-9.348606628,0.585360518,-15.9706819,2.05E-57,7.45E-55
AQP3|360,7528.800499,-1.008721035,0.140975788,-7.155278556,8.35E-13,5.58E-12
AQP4|361,33.87247159,-0.792684167,0.178094862,-4.450909797,8.55E-06,2.37E-05
AQP5|362,36.23029341,-2.309153544,0.253360612,-9.114098364,7.93E-20,1.29E-18
AQP6|363,7.638843974,-0.214543254,0.225194276,-0.952702963,0.340740591,0.424851137
AQP7|364,12.91090173,-0.43115326,0.21555525,-2.00019837,0.045478848,0.070048822
AQP9|366,38.97858937,-1.524875837,0.20674717,-7.375558466,1.64E-13,1.19E-12
AR|367,1476.070363,-0.214829871,0.180246636,-1.19186619,0.233313717,0.304940362
ABCC6|368,160.0743997,-0.947607623,0.223206024,-4.245439287,2.18E-05,5.71E-05
ARAF|369,4307.446995,0.002230699,0.060733382,0.036729372,0.970700789,0.984261977
ARCN1|372,11993.33228,-0.038752256,0.052497783,-0.738169383,0.460411526,0.551929231
TRIM23|373,845.3629822,-0.420205929,0.073250722,-5.73654315,9.66E-09,3.95E-08
AREG|374,110.3358626,-1.399063389,0.266041794,-5.258810534,1.45E-07,5.08E-07
ARF1|375,32913.26868,0.190588983,0.055056711,3.461684844,0.000536805,0.001137884
ARF3|377,11915.51507,0.029401041,0.042627206,0.689724805,0.490367264,0.582253771
ARF4|378,12368.11025,0.111654985,0.058298425,1.915231576,0.055462977,0.084025364
ARL4D|379,386.1192326,-1.836968717,0.162339754,-11.31558148,1.10E-29,5.81E-28
ARF5|381,8313.962605,0.390423463,0.081644911,4.781969359,1.74E-06,5.28E-06
ARF6|382,9746.404995,0.380118355,0.05536365,6.865847097,6.61E-12,3.97E-11
ARG1|383,6.131826852,0.894713473,0.340638999,2.626573807,0.008624929,0.015145408
ARG2|384,11126.41718,-0.133433545,0.167260862,-0.79775713,0.425011444,0.515417109
RHOA|387,19235.79318,-0.172501764,0.03443974,-5.008799826,5.48E-07,1.78E-06
RHOB|388,20415.6746,-1.076644981,0.127382929,-8.452035051,2.86E-17,3.32E-16
RHOC|389,14000.81963,-0.087704758,0.075381811,-1.163473741,0.244637346,0.317902482
RND3|390,1524.826095,-1.239006581,0.151401597,-8.183576709,2.76E-16,2.84E-15
RHOG|391,1929.225537,-0.051846067,0.066378659,-0.781065297,0.434764091,0.52562388
ARHGAP1|392,8591.852409,-0.330988766,0.057613206,-5.745015548,9.19E-09,3.77E-08
ARHGAP4|393,657.0167293,0.515382502,0.11949046,4.313168632,1.61E-05,4.29E-05
ARHGAP5|394,4185.493085,-0.373604514,0.077967262,-4.79181268,1.65E-06,5.03E-06
ARHGAP6|395,4442.784294,-0.099403312,0.087803374,-1.132112661,0.257587073,0.332686331
ARHGDIA|396,19809.42406,0.579730549,0.067309805,8.612869227,7.13E-18,8.93E-17
ARHGDIB|397,3621.348227,0.292630503,0.131717329,2.221655309,0.026306609,0.042418814
ARHGDIG|398,145.3975937,3.265268872,0.273077586,11.95729362,5.95E-33,4.29E-31
RHOH|399,239.6958414,0.375468248,0.118831198,3.159677393,0.001579439,0.003116259
ARL1|400,7337.094154,-0.147002015,0.053228359,-2.76172358,0.005749713,0.010414505
PHOX2A|401,0.912928098,0.448242756,0.520094616,0.861848483,0.388770901,0.4769075
ARL2|402,3109.095568,0.046693121,0.092432401,0.505159669,0.613446694,0.702485039
ARL3|403,1541.14117,-0.111187883,0.06699235,-1.659710145,0.096972778,0.139253673
ARNT|405,2188.573086,-0.237459496,0.04908189,-4.838026758,1.31E-06,4.06E-06
ARNTL|406,279.008824,-0.770349003,0.099270377,-7.760109578,8.49E-15,7.24E-14
ARR3|407,0.440417138,0.884791904,0.38390205,2.304733474,0.021181505,0.034729828
ARRB1|408,1316.66148,-0.095589246,0.08056883,-1.186429624,0.235452679,0.307354569
ARRB2|409,1001.913772,0.393306492,0.073667892,5.338913341,9.35E-08,3.38E-07
ARSA|410,3248.026319,0.337989631,0.098477086,3.432165248,0.000598783,0.001260025
ARSB|411,626.7904365,-0.323908739,0.081668963,-3.966117937,7.31E-05,0.000176477
STS|412,1211.02242,-0.364115666,0.087386643,-4.166719932,3.09E-05,7.89E-05
ARSD|414,7260.984151,0.222680755,0.077266444,2.881985301,0.003951782,0.007351517
ARSE|415,25.86956072,-0.739904845,0.189727191,-3.89983555,9.63E-05,0.000227615
ARSF|416,3.412413289,-2.365114586,0.306830436,-7.708213757,1.28E-14,1.06E-13
ART1|417,1.71741616,-0.145389531,0.412383023,-0.352559449,0.724418743,0.806874243
ART3|419,25.37138185,0.06788168,0.285705347,0.237593313,0.812196538,0.883828351
ART4|420,36.06761656,1.208703741,0.281103073,4.299859585,1.71E-05,4.53E-05
ARVCF|421,1961.566641,0.864504642,0.075301466,11.48058178,1.65E-30,9.50E-29
ASAH1|427,12421.64966,-0.137958093,0.087890128,-1.569665411,0.116492972,0.164333377
